QUANTUM NUMBER,STRETCH-PROB,ROT-PROB
500,  .0000000000000E+00,  .0000000000000E+00
501,  .0000000000000E+00,  .0000000000000E+00
502,  .0000000000000E+00,  .0000000000000E+00
503,  .0000000000000E+00,  .0000000000000E+00
504,  .0000000000000E+00,  .0000000000000E+00
505,  .0000000000000E+00,  .0000000000000E+00
506,  .0000000000000E+00,  .0000000000000E+00
507,  .0000000000000E+00,  .0000000000000E+00
508,  .0000000000000E+00,  .0000000000000E+00
509,  .0000000000000E+00,  .0000000000000E+00
510,  .0000000000000E+00,  .0000000000000E+00
511,  .0000000000000E+00,  .0000000000000E+00
512,  .0000000000000E+00,  .0000000000000E+00
513,  .0000000000000E+00,  .0000000000000E+00
514,  .0000000000000E+00,  .0000000000000E+00
515,  .0000000000000E+00,  .0000000000000E+00
516,  .0000000000000E+00,  .0000000000000E+00
517,  .0000000000000E+00,  .0000000000000E+00
518,  .0000000000000E+00,  .0000000000000E+00
519,  .0000000000000E+00,  .0000000000000E+00
520,  .0000000000000E+00,  .0000000000000E+00
521,  .0000000000000E+00,  .0000000000000E+00
522,  .0000000000000E+00,  .0000000000000E+00
523,  .0000000000000E+00,  .0000000000000E+00
524,  .0000000000000E+00,  .0000000000000E+00
525,  .0000000000000E+00,  .0000000000000E+00
526,  .0000000000000E+00,  .0000000000000E+00
527,  .0000000000000E+00,  .0000000000000E+00
528,  .0000000000000E+00,  .0000000000000E+00
529,  .0000000000000E+00,  .0000000000000E+00
530,  .0000000000000E+00,  .0000000000000E+00
531,  .0000000000000E+00,  .0000000000000E+00
532,  .0000000000000E+00,  .0000000000000E+00
533,  .0000000000000E+00,  .0000000000000E+00
534,  .0000000000000E+00,  .0000000000000E+00
535,  .0000000000000E+00,  .0000000000000E+00
536,  .0000000000000E+00,  .0000000000000E+00
537,  .0000000000000E+00,  .0000000000000E+00
538,  .0000000000000E+00,  .0000000000000E+00
539,  .0000000000000E+00,  .0000000000000E+00
540,  .0000000000000E+00,  .0000000000000E+00
541,  .0000000000000E+00,  .0000000000000E+00
542,  .0000000000000E+00,  .0000000000000E+00
543,  .0000000000000E+00,  .0000000000000E+00
544,  .0000000000000E+00,  .0000000000000E+00
545,  .0000000000000E+00,  .0000000000000E+00
546,  .0000000000000E+00,  .0000000000000E+00
547,  .0000000000000E+00,  .0000000000000E+00
548,  .0000000000000E+00,  .0000000000000E+00
549,  .0000000000000E+00,  .0000000000000E+00
550,  .0000000000000E+00,  .0000000000000E+00
551,  .0000000000000E+00,  .0000000000000E+00
552,  .0000000000000E+00,  .0000000000000E+00
553,  .0000000000000E+00,  .0000000000000E+00
554,  .0000000000000E+00,  .0000000000000E+00
555,  .0000000000000E+00,  .0000000000000E+00
556,  .0000000000000E+00,  .0000000000000E+00
557,  .0000000000000E+00,  .0000000000000E+00
558,  .0000000000000E+00,  .0000000000000E+00
559,  .0000000000000E+00,  .0000000000000E+00
560,  .0000000000000E+00,  .0000000000000E+00
561,  .0000000000000E+00,  .0000000000000E+00
562,  .0000000000000E+00,  .0000000000000E+00
563,  .0000000000000E+00,  .0000000000000E+00
564,  .0000000000000E+00,  .0000000000000E+00
565,  .0000000000000E+00,  .0000000000000E+00
566,  .0000000000000E+00,  .0000000000000E+00
567,  .0000000000000E+00,  .0000000000000E+00
568,  .0000000000000E+00,  .0000000000000E+00
569,  .0000000000000E+00,  .0000000000000E+00
570,  .0000000000000E+00,  .0000000000000E+00
571,  .0000000000000E+00,  .0000000000000E+00
572,  .0000000000000E+00,  .0000000000000E+00
573,  .0000000000000E+00,  .0000000000000E+00
574,  .0000000000000E+00,  .0000000000000E+00
575,  .0000000000000E+00,  .0000000000000E+00
576,  .0000000000000E+00,  .0000000000000E+00
577,  .0000000000000E+00,  .0000000000000E+00
578,  .0000000000000E+00,  .0000000000000E+00
579,  .0000000000000E+00,  .0000000000000E+00
580,  .0000000000000E+00,  .0000000000000E+00
581,  .0000000000000E+00,  .0000000000000E+00
582,  .0000000000000E+00,  .0000000000000E+00
583,  .0000000000000E+00,  .0000000000000E+00
584,  .0000000000000E+00,  .0000000000000E+00
585,  .0000000000000E+00,  .0000000000000E+00
586,  .0000000000000E+00,  .0000000000000E+00
587,  .0000000000000E+00,  .0000000000000E+00
588,  .0000000000000E+00,  .0000000000000E+00
589,  .0000000000000E+00,  .0000000000000E+00
590,  .0000000000000E+00,  .0000000000000E+00
591,  .0000000000000E+00,  .0000000000000E+00
592,  .0000000000000E+00,  .0000000000000E+00
593,  .0000000000000E+00,  .0000000000000E+00
594,  .0000000000000E+00,  .0000000000000E+00
595,  .0000000000000E+00,  .0000000000000E+00
596,  .0000000000000E+00,  .0000000000000E+00
597,  .0000000000000E+00,  .0000000000000E+00
598,  .0000000000000E+00,  .0000000000000E+00
599,  .0000000000000E+00,  .0000000000000E+00
600,  .0000000000000E+00,  .0000000000000E+00
601,  .0000000000000E+00,  .0000000000000E+00
602,  .0000000000000E+00,  .0000000000000E+00
603,  .0000000000000E+00,  .0000000000000E+00
604,  .0000000000000E+00,  .0000000000000E+00
605,  .0000000000000E+00,  .0000000000000E+00
606,  .0000000000000E+00,  .0000000000000E+00
607,  .0000000000000E+00,  .0000000000000E+00
608,  .0000000000000E+00,  .0000000000000E+00
609,  .0000000000000E+00,  .0000000000000E+00
610,  .0000000000000E+00,  .0000000000000E+00
611,  .0000000000000E+00,  .0000000000000E+00
612,  .0000000000000E+00,  .0000000000000E+00
613,  .0000000000000E+00,  .0000000000000E+00
614,  .0000000000000E+00,  .0000000000000E+00
615,  .0000000000000E+00,  .0000000000000E+00
616,  .0000000000000E+00,  .0000000000000E+00
617,  .0000000000000E+00,  .0000000000000E+00
618,  .0000000000000E+00,  .0000000000000E+00
619,  .0000000000000E+00,  .0000000000000E+00
620,  .0000000000000E+00,  .0000000000000E+00
621,  .0000000000000E+00,  .0000000000000E+00
622,  .0000000000000E+00,  .0000000000000E+00
623,  .0000000000000E+00,  .0000000000000E+00
624,  .0000000000000E+00,  .0000000000000E+00
625,  .0000000000000E+00,  .0000000000000E+00
626,  .0000000000000E+00,  .0000000000000E+00
627,  .0000000000000E+00,  .0000000000000E+00
628,  .0000000000000E+00,  .0000000000000E+00
629,  .0000000000000E+00,  .0000000000000E+00
630,  .0000000000000E+00,  .0000000000000E+00
631,  .0000000000000E+00,  .0000000000000E+00
632,  .0000000000000E+00,  .0000000000000E+00
633,  .0000000000000E+00,  .0000000000000E+00
634,  .0000000000000E+00,  .0000000000000E+00
635,  .0000000000000E+00,  .0000000000000E+00
636,  .0000000000000E+00,  .0000000000000E+00
637,  .0000000000000E+00,  .0000000000000E+00
638,  .0000000000000E+00,  .0000000000000E+00
639,  .0000000000000E+00,  .0000000000000E+00
640,  .0000000000000E+00,  .0000000000000E+00
641,  .0000000000000E+00,  .0000000000000E+00
642,  .0000000000000E+00,  .0000000000000E+00
643,  .0000000000000E+00,  .0000000000000E+00
644,  .0000000000000E+00,  .0000000000000E+00
645,  .0000000000000E+00,  .0000000000000E+00
646,  .0000000000000E+00,  .0000000000000E+00
647,  .0000000000000E+00,  .0000000000000E+00
648,  .0000000000000E+00,  .0000000000000E+00
649,  .0000000000000E+00,  .0000000000000E+00
650,  .0000000000000E+00,  .0000000000000E+00
651,  .0000000000000E+00,  .0000000000000E+00
652,  .0000000000000E+00,  .0000000000000E+00
653,  .0000000000000E+00,  .0000000000000E+00
654,  .0000000000000E+00,  .0000000000000E+00
655,  .0000000000000E+00,  .0000000000000E+00
656,  .0000000000000E+00,  .0000000000000E+00
657,  .0000000000000E+00,  .0000000000000E+00
658,  .0000000000000E+00,  .0000000000000E+00
659,  .0000000000000E+00,  .0000000000000E+00
660,  .0000000000000E+00,  .0000000000000E+00
661,  .0000000000000E+00,  .0000000000000E+00
662,  .0000000000000E+00,  .0000000000000E+00
663,  .0000000000000E+00,  .0000000000000E+00
664,  .0000000000000E+00,  .0000000000000E+00
665,  .0000000000000E+00,  .0000000000000E+00
666,  .0000000000000E+00,  .0000000000000E+00
667,  .0000000000000E+00,  .0000000000000E+00
668,  .0000000000000E+00,  .0000000000000E+00
669,  .0000000000000E+00,  .0000000000000E+00
670,  .0000000000000E+00,  .0000000000000E+00
671,  .0000000000000E+00,  .0000000000000E+00
672,  .0000000000000E+00,  .0000000000000E+00
673,  .0000000000000E+00,  .0000000000000E+00
674,  .0000000000000E+00,  .0000000000000E+00
675,  .0000000000000E+00,  .0000000000000E+00
676,  .0000000000000E+00,  .0000000000000E+00
677,  .0000000000000E+00,  .0000000000000E+00
678,  .0000000000000E+00,  .0000000000000E+00
679,  .0000000000000E+00,  .0000000000000E+00
680,  .0000000000000E+00,  .0000000000000E+00
681,  .0000000000000E+00,  .0000000000000E+00
682,  .0000000000000E+00,  .0000000000000E+00
683,  .0000000000000E+00,  .0000000000000E+00
684,  .0000000000000E+00,  .0000000000000E+00
685,  .0000000000000E+00,  .0000000000000E+00
686,  .0000000000000E+00,  .0000000000000E+00
687,  .0000000000000E+00,  .0000000000000E+00
688,  .0000000000000E+00,  .0000000000000E+00
689,  .0000000000000E+00,  .0000000000000E+00
690,  .0000000000000E+00,  .0000000000000E+00
691,  .0000000000000E+00,  .0000000000000E+00
692,  .0000000000000E+00,  .0000000000000E+00
693,  .0000000000000E+00,  .0000000000000E+00
694,  .0000000000000E+00,  .0000000000000E+00
695,  .0000000000000E+00,  .0000000000000E+00
696,  .0000000000000E+00,  .0000000000000E+00
697,  .0000000000000E+00,  .0000000000000E+00
698,  .0000000000000E+00,  .0000000000000E+00
699,  .0000000000000E+00,  .0000000000000E+00
700,  .0000000000000E+00,  .0000000000000E+00
701,  .0000000000000E+00,  .0000000000000E+00
702,  .0000000000000E+00,  .0000000000000E+00
703,  .0000000000000E+00,  .0000000000000E+00
704,  .0000000000000E+00,  .0000000000000E+00
705,  .0000000000000E+00,  .0000000000000E+00
706,  .0000000000000E+00,  .0000000000000E+00
707,  .0000000000000E+00,  .0000000000000E+00
708,  .0000000000000E+00,  .0000000000000E+00
709,  .0000000000000E+00,  .0000000000000E+00
710,  .0000000000000E+00,  .0000000000000E+00
711,  .0000000000000E+00,  .0000000000000E+00
712,  .0000000000000E+00,  .0000000000000E+00
713,  .0000000000000E+00,  .0000000000000E+00
714,  .0000000000000E+00,  .0000000000000E+00
715,  .0000000000000E+00,  .0000000000000E+00
716,  .0000000000000E+00,  .0000000000000E+00
717,  .0000000000000E+00,  .0000000000000E+00
718,  .0000000000000E+00,  .0000000000000E+00
719,  .0000000000000E+00,  .0000000000000E+00
720,  .0000000000000E+00,  .0000000000000E+00
721,  .0000000000000E+00,  .0000000000000E+00
722,  .0000000000000E+00,  .0000000000000E+00
723,  .0000000000000E+00,  .0000000000000E+00
724,  .0000000000000E+00,  .0000000000000E+00
725,  .0000000000000E+00,  .0000000000000E+00
726,  .0000000000000E+00,  .0000000000000E+00
727,  .0000000000000E+00,  .0000000000000E+00
728,  .0000000000000E+00,  .0000000000000E+00
729,  .0000000000000E+00,  .0000000000000E+00
730,  .0000000000000E+00,  .0000000000000E+00
731,  .0000000000000E+00,  .0000000000000E+00
732,  .0000000000000E+00,  .0000000000000E+00
733,  .0000000000000E+00,  .0000000000000E+00
734,  .0000000000000E+00,  .0000000000000E+00
735,  .0000000000000E+00,  .0000000000000E+00
736,  .0000000000000E+00,  .0000000000000E+00
737,  .0000000000000E+00,  .0000000000000E+00
738,  .0000000000000E+00,  .0000000000000E+00
739,  .0000000000000E+00,  .0000000000000E+00
740,  .0000000000000E+00,  .0000000000000E+00
741,  .0000000000000E+00,  .0000000000000E+00
742,  .0000000000000E+00,  .0000000000000E+00
743,  .0000000000000E+00,  .0000000000000E+00
744,  .0000000000000E+00,  .0000000000000E+00
745,  .0000000000000E+00,  .0000000000000E+00
746,  .0000000000000E+00,  .0000000000000E+00
747,  .0000000000000E+00,  .0000000000000E+00
748,  .0000000000000E+00,  .0000000000000E+00
749,  .0000000000000E+00,  .0000000000000E+00
750,  .0000000000000E+00,  .0000000000000E+00
751,  .0000000000000E+00,  .0000000000000E+00
752,  .0000000000000E+00,  .0000000000000E+00
753,  .0000000000000E+00,  .0000000000000E+00
754,  .0000000000000E+00,  .0000000000000E+00
755,  .0000000000000E+00,  .0000000000000E+00
756,  .0000000000000E+00,  .0000000000000E+00
757,  .0000000000000E+00,  .0000000000000E+00
758,  .0000000000000E+00,  .0000000000000E+00
759,  .0000000000000E+00,  .0000000000000E+00
760,  .0000000000000E+00,  .0000000000000E+00
761,  .0000000000000E+00,  .0000000000000E+00
762,  .0000000000000E+00,  .0000000000000E+00
763,  .0000000000000E+00,  .0000000000000E+00
764,  .0000000000000E+00,  .0000000000000E+00
765,  .0000000000000E+00,  .0000000000000E+00
766,  .0000000000000E+00,  .0000000000000E+00
767,  .0000000000000E+00,  .0000000000000E+00
768,  .0000000000000E+00,  .0000000000000E+00
769,  .0000000000000E+00,  .0000000000000E+00
770,  .0000000000000E+00,  .0000000000000E+00
771,  .0000000000000E+00,  .0000000000000E+00
772,  .0000000000000E+00,  .0000000000000E+00
773,  .0000000000000E+00,  .0000000000000E+00
774,  .0000000000000E+00,  .0000000000000E+00
775,  .0000000000000E+00,  .0000000000000E+00
776,  .0000000000000E+00,  .0000000000000E+00
777,  .0000000000000E+00,  .0000000000000E+00
778,  .0000000000000E+00,  .0000000000000E+00
779,  .0000000000000E+00,  .0000000000000E+00
780,  .0000000000000E+00,  .0000000000000E+00
781,  .0000000000000E+00,  .0000000000000E+00
782,  .0000000000000E+00,  .0000000000000E+00
783,  .0000000000000E+00,  .0000000000000E+00
784,  .0000000000000E+00,  .0000000000000E+00
785,  .0000000000000E+00,  .0000000000000E+00
786,  .0000000000000E+00,  .0000000000000E+00
787,  .0000000000000E+00,  .0000000000000E+00
788,  .0000000000000E+00,  .0000000000000E+00
789,  .0000000000000E+00,  .0000000000000E+00
790,  .0000000000000E+00,  .0000000000000E+00
791,  .0000000000000E+00,  .0000000000000E+00
792,  .0000000000000E+00,  .0000000000000E+00
793,  .0000000000000E+00,  .0000000000000E+00
794,  .0000000000000E+00,  .0000000000000E+00
795,  .0000000000000E+00,  .0000000000000E+00
796,  .0000000000000E+00,  .0000000000000E+00
797,  .0000000000000E+00,  .0000000000000E+00
798,  .0000000000000E+00,  .0000000000000E+00
799,  .0000000000000E+00,  .0000000000000E+00
800,  .0000000000000E+00,  .0000000000000E+00
801,  .0000000000000E+00,  .0000000000000E+00
802,  .0000000000000E+00,  .0000000000000E+00
803,  .0000000000000E+00,  .0000000000000E+00
804,  .0000000000000E+00,  .0000000000000E+00
805,  .0000000000000E+00,  .0000000000000E+00
806,  .0000000000000E+00,  .0000000000000E+00
807,  .0000000000000E+00,  .0000000000000E+00
808,  .0000000000000E+00,  .0000000000000E+00
809,  .0000000000000E+00,  .0000000000000E+00
810,  .0000000000000E+00,  .0000000000000E+00
811,  .0000000000000E+00,  .0000000000000E+00
812,  .0000000000000E+00,  .0000000000000E+00
813,  .0000000000000E+00,  .0000000000000E+00
814,  .0000000000000E+00,  .0000000000000E+00
815,  .0000000000000E+00,  .0000000000000E+00
816,  .0000000000000E+00,  .0000000000000E+00
817,  .0000000000000E+00,  .0000000000000E+00
818,  .0000000000000E+00,  .0000000000000E+00
819,  .0000000000000E+00,  .0000000000000E+00
820,  .0000000000000E+00,  .0000000000000E+00
821,  .0000000000000E+00,  .0000000000000E+00
822,  .0000000000000E+00,  .0000000000000E+00
823,  .0000000000000E+00,  .0000000000000E+00
824,  .0000000000000E+00,  .0000000000000E+00
825,  .0000000000000E+00,  .0000000000000E+00
826,  .0000000000000E+00,  .0000000000000E+00
827,  .0000000000000E+00,  .0000000000000E+00
828,  .0000000000000E+00,  .0000000000000E+00
829,  .0000000000000E+00,  .0000000000000E+00
830,  .0000000000000E+00,  .0000000000000E+00
831,  .0000000000000E+00,  .0000000000000E+00
832,  .0000000000000E+00,  .0000000000000E+00
833,  .0000000000000E+00,  .0000000000000E+00
834,  .0000000000000E+00,  .0000000000000E+00
835,  .0000000000000E+00,  .0000000000000E+00
836,  .0000000000000E+00,  .0000000000000E+00
837,  .0000000000000E+00,  .0000000000000E+00
838,  .0000000000000E+00,  .0000000000000E+00
839,  .0000000000000E+00,  .0000000000000E+00
840,  .0000000000000E+00,  .0000000000000E+00
841,  .0000000000000E+00,  .0000000000000E+00
842,  .0000000000000E+00,  .0000000000000E+00
843,  .0000000000000E+00,  .0000000000000E+00
844,  .0000000000000E+00,  .0000000000000E+00
845,  .0000000000000E+00,  .0000000000000E+00
846,  .0000000000000E+00,  .0000000000000E+00
847,  .0000000000000E+00,  .0000000000000E+00
848,  .0000000000000E+00,  .0000000000000E+00
849,  .0000000000000E+00,  .0000000000000E+00
850,  .0000000000000E+00,  .0000000000000E+00
851,  .0000000000000E+00,  .0000000000000E+00
852,  .0000000000000E+00,  .0000000000000E+00
853,  .0000000000000E+00,  .0000000000000E+00
854,  .0000000000000E+00,  .0000000000000E+00
855,  .0000000000000E+00,  .0000000000000E+00
856,  .0000000000000E+00,  .0000000000000E+00
857,  .0000000000000E+00,  .0000000000000E+00
858,  .0000000000000E+00,  .0000000000000E+00
859,  .0000000000000E+00,  .0000000000000E+00
860,  .0000000000000E+00,  .0000000000000E+00
861,  .0000000000000E+00,  .0000000000000E+00
862,  .0000000000000E+00,  .0000000000000E+00
863,  .0000000000000E+00,  .0000000000000E+00
864,  .0000000000000E+00,  .0000000000000E+00
865,  .0000000000000E+00,  .0000000000000E+00
866,  .0000000000000E+00,  .0000000000000E+00
867,  .0000000000000E+00,  .0000000000000E+00
868,  .0000000000000E+00,  .0000000000000E+00
869,  .0000000000000E+00,  .0000000000000E+00
870,  .0000000000000E+00,  .0000000000000E+00
871,  .0000000000000E+00,  .0000000000000E+00
872,  .0000000000000E+00,  .0000000000000E+00
873,  .0000000000000E+00,  .0000000000000E+00
874,  .0000000000000E+00,  .0000000000000E+00
875,  .0000000000000E+00,  .0000000000000E+00
876,  .0000000000000E+00,  .0000000000000E+00
877,  .0000000000000E+00,  .0000000000000E+00
878,  .0000000000000E+00,  .0000000000000E+00
879,  .0000000000000E+00,  .0000000000000E+00
880,  .0000000000000E+00,  .0000000000000E+00
881,  .0000000000000E+00,  .0000000000000E+00
882,  .0000000000000E+00,  .0000000000000E+00
883,  .0000000000000E+00,  .0000000000000E+00
884,  .0000000000000E+00,  .0000000000000E+00
885,  .0000000000000E+00,  .0000000000000E+00
886,  .0000000000000E+00,  .0000000000000E+00
887,  .0000000000000E+00,  .0000000000000E+00
888,  .0000000000000E+00,  .0000000000000E+00
889,  .0000000000000E+00,  .0000000000000E+00
890,  .0000000000000E+00,  .0000000000000E+00
891,  .0000000000000E+00,  .0000000000000E+00
892,  .0000000000000E+00,  .0000000000000E+00
893,  .0000000000000E+00,  .0000000000000E+00
894,  .0000000000000E+00,  .0000000000000E+00
895,  .0000000000000E+00,  .0000000000000E+00
896,  .0000000000000E+00,  .0000000000000E+00
897,  .0000000000000E+00,  .0000000000000E+00
898,  .0000000000000E+00,  .0000000000000E+00
899,  .0000000000000E+00,  .0000000000000E+00
900,  .0000000000000E+00,  .0000000000000E+00
901,  .0000000000000E+00,  .0000000000000E+00
902,  .0000000000000E+00,  .0000000000000E+00
903,  .0000000000000E+00,  .0000000000000E+00
904,  .0000000000000E+00,  .0000000000000E+00
905,  .0000000000000E+00,  .0000000000000E+00
906,  .0000000000000E+00,  .0000000000000E+00
907,  .0000000000000E+00,  .0000000000000E+00
908,  .0000000000000E+00,  .0000000000000E+00
909,  .0000000000000E+00,  .0000000000000E+00
910,  .0000000000000E+00,  .0000000000000E+00
911,  .0000000000000E+00,  .0000000000000E+00
912,  .0000000000000E+00,  .0000000000000E+00
913,  .0000000000000E+00,  .0000000000000E+00
914,  .0000000000000E+00,  .0000000000000E+00
915,  .0000000000000E+00,  .0000000000000E+00
916,  .0000000000000E+00,  .0000000000000E+00
917,  .0000000000000E+00,  .0000000000000E+00
918,  .0000000000000E+00,  .0000000000000E+00
919,  .0000000000000E+00,  .0000000000000E+00
920,  .0000000000000E+00,  .0000000000000E+00
921,  .0000000000000E+00,  .0000000000000E+00
922,  .0000000000000E+00,  .0000000000000E+00
923,  .0000000000000E+00,  .0000000000000E+00
924,  .0000000000000E+00,  .0000000000000E+00
925,  .0000000000000E+00,  .0000000000000E+00
926,  .0000000000000E+00,  .0000000000000E+00
927,  .0000000000000E+00,  .0000000000000E+00
928,  .0000000000000E+00,  .0000000000000E+00
929,  .0000000000000E+00,  .0000000000000E+00
930,  .0000000000000E+00,  .0000000000000E+00
931,  .0000000000000E+00,  .0000000000000E+00
932,  .0000000000000E+00,  .0000000000000E+00
933,  .0000000000000E+00,  .0000000000000E+00
934,  .0000000000000E+00,  .0000000000000E+00
935,  .0000000000000E+00,  .0000000000000E+00
936,  .0000000000000E+00,  .0000000000000E+00
937,  .0000000000000E+00,  .0000000000000E+00
938,  .0000000000000E+00,  .0000000000000E+00
939,  .0000000000000E+00,  .0000000000000E+00
940,  .0000000000000E+00,  .0000000000000E+00
941,  .0000000000000E+00,  .0000000000000E+00
942,  .0000000000000E+00,  .0000000000000E+00
943,  .0000000000000E+00,  .0000000000000E+00
944,  .0000000000000E+00,  .0000000000000E+00
945,  .0000000000000E+00,  .0000000000000E+00
946,  .0000000000000E+00,  .0000000000000E+00
947,  .0000000000000E+00,  .0000000000000E+00
948,  .0000000000000E+00,  .0000000000000E+00
949,  .0000000000000E+00,  .0000000000000E+00
950,  .0000000000000E+00,  .0000000000000E+00
951,  .0000000000000E+00,  .0000000000000E+00
952,  .0000000000000E+00,  .0000000000000E+00
953,  .0000000000000E+00,  .0000000000000E+00
954,  .0000000000000E+00,  .0000000000000E+00
955,  .0000000000000E+00,  .0000000000000E+00
956,  .0000000000000E+00,  .0000000000000E+00
957,  .0000000000000E+00,  .0000000000000E+00
958,  .0000000000000E+00,  .0000000000000E+00
959,  .0000000000000E+00,  .0000000000000E+00
960,  .0000000000000E+00,  .0000000000000E+00
961,  .0000000000000E+00,  .0000000000000E+00
962,  .0000000000000E+00,  .0000000000000E+00
963,  .0000000000000E+00,  .0000000000000E+00
964,  .0000000000000E+00,  .0000000000000E+00
965,  .0000000000000E+00,  .0000000000000E+00
966,  .0000000000000E+00,  .0000000000000E+00
967,  .0000000000000E+00,  .0000000000000E+00
968,  .0000000000000E+00,  .0000000000000E+00
969,  .0000000000000E+00,  .0000000000000E+00
970,  .0000000000000E+00,  .0000000000000E+00
971,  .0000000000000E+00,  .0000000000000E+00
972,  .0000000000000E+00,  .0000000000000E+00
973,  .0000000000000E+00,  .0000000000000E+00
974,  .0000000000000E+00,  .0000000000000E+00
975,  .0000000000000E+00,  .0000000000000E+00
976,  .0000000000000E+00,  .0000000000000E+00
977,  .0000000000000E+00,  .0000000000000E+00
978,  .0000000000000E+00,  .0000000000000E+00
979,  .0000000000000E+00,  .0000000000000E+00
980,  .0000000000000E+00,  .0000000000000E+00
981,  .0000000000000E+00,  .0000000000000E+00
982,  .0000000000000E+00,  .0000000000000E+00
983,  .0000000000000E+00,  .0000000000000E+00
984,  .0000000000000E+00,  .0000000000000E+00
985,  .0000000000000E+00,  .0000000000000E+00
986,  .0000000000000E+00,  .0000000000000E+00
987,  .0000000000000E+00,  .0000000000000E+00
988,  .0000000000000E+00,  .0000000000000E+00
989,  .0000000000000E+00,  .0000000000000E+00
990,  .0000000000000E+00,  .0000000000000E+00
991,  .0000000000000E+00,  .0000000000000E+00
992,  .0000000000000E+00,  .0000000000000E+00
993,  .0000000000000E+00,  .0000000000000E+00
994,  .0000000000000E+00,  .0000000000000E+00
995,  .0000000000000E+00,  .0000000000000E+00
996,  .0000000000000E+00,  .0000000000000E+00
997,  .0000000000000E+00,  .0000000000000E+00
998,  .0000000000000E+00,  .0000000000000E+00
999,  .0000000000000E+00,  .0000000000000E+00
***,  .0000000000000E+00,  .0000000000000E+00
